collection,category,title,meeting_type,date,year,language,format,size_kb,source,publish,drive_path,url
Archive,Minutes,Feb 18 - Board 2012,,2012-02-01,2012,English,PDF,27,Area 09 legacy site,yes,docs/archive/minutes/2012/feb18-2012-board-en.pdf,https://drive.google.com/file/d/1MMQnY_JHTZXSvrlHK1buN1fiYOS_5v6z/view
Archive,Minutes,Jan 08 - Assembly 2012,,2012-01-01,2012,English,PDF,310,Area 09 legacy site,yes,docs/archive/minutes/2012/january2012assemblyii-en.pdf,https://drive.google.com/file/d/1AY7PgNwifxkS8DmRAbbmYGZDCj2NvCaR/view
Archive,Minutes,Jan 21 - Board 2012,,2012-01-01,2012,English,PDF,31,Area 09 legacy site,yes,docs/archive/minutes/2012/jan21-2012-board-en.pdf,https://drive.google.com/file/d/1gRQud80mFfZ3-InrjAlSdUKgsxIA7eor/view
Archive,Minutes,Jul 21 - Board 2012,,2012-07-01,2012,English,PDF,21,Area 09 legacy site,yes,docs/archive/minutes/2012/jul21-2012-board-en.pdf,https://drive.google.com/file/d/1fX8FdUB4g82hK2k4h4ZAalqMKfLAAy_P/view
Archive,Minutes,Mar 18 - Board 2012,,2012-03-01,2012,English,PDF,27,Area 09 legacy site,yes,docs/archive/minutes/2012/mar18-2012-board-en.pdf,https://drive.google.com/file/d/1lQDAFpARzOx2m5NMPmIx51-kwTcbSdwF/view
Archive,Minutes,May 20 - Assembly 2012,,2012-05-01,2012,English,PDF,298,Area 09 legacy site,yes,docs/archive/minutes/2012/may-2012-assembly-en.pdf,https://drive.google.com/file/d/1CPPC6UWc7LhYbqxczpa51tW4R5hVsfeZ/view
Archive,Minutes,May 26 - Board 2012,,2012-05-01,2012,English,PDF,27,Area 09 legacy site,yes,docs/archive/minutes/2012/may26-2012-board-en.pdf,https://drive.google.com/file/d/1x-zj-Q-RwrVeil3UjQDS6SovqSZ0j0oD/view
Archive,Minutes,Minutes 2012 APR,,2012-04-01,2012,English,PDF,75,Area 09 legacy site,yes,docs/archive/minutes/2012/minutes-2012-apr-en.pdf,https://drive.google.com/file/d/1fS7_-3DXSKhvq6lRYT_2SMESjeK6sgc5/view
Archive,Minutes,Minutes 2012 FEB,,2012-02-01,2012,English,PDF,78,Area 09 legacy site,yes,docs/archive/minutes/2012/minutes-2012-feb-en.pdf,https://drive.google.com/file/d/1kmhoaiEHSb-EKTPr9sdmSCsIy4x70rPw/view
Archive,Minutes,Minutes 2012 JAN,,2012-01-01,2012,English,PDF,72,Area 09 legacy site,yes,docs/archive/minutes/2012/minutes-2012-jan-en.pdf,https://drive.google.com/file/d/1vqcrsr6d_6d8W1olFjvAjSxWiNVVCGPi/view
Archive,Minutes,Nov 17 - Board 2012,,2012-11-01,2012,English,PDF,48,Area 09 legacy site,yes,docs/archive/minutes/2012/nov17-2012-board-en.pdf,https://drive.google.com/file/d/1WfCv7FwABBgqhJ_b7zD6Oz0CwmrRNgPK/view
Archive,Minutes,S Dec 2012 ASC,,2012-12-01,2012,English,PDF,116,Area 09 legacy site,yes,docs/archive/minutes/2012/s-dec-2012-asc-en.pdf,https://drive.google.com/file/d/1CAl3K0-XjLZG04wo-szfrqMqsyMmPmQq/view
Archive,Minutes,S Jan Assembly 2012,,2012-01-01,2012,English,PDF,61,Area 09 legacy site,yes,docs/archive/minutes/2012/s-janassembly2012-en.pdf,https://drive.google.com/file/d/111sXCqCJeogZvr79FAyroKqSy4hDTMle/view
Archive,Minutes,S May 2012 Assembly,,2012-05-01,2012,English,PDF,291,Area 09 legacy site,yes,docs/archive/minutes/2012/s-may-2012-assembly-en.pdf,https://drive.google.com/file/d/11aMSDCiyYkBpxtVxgbm1HDFg8-QZEUcp/view
Archive,Minutes,S October ASC 2012,,2012-01-01,2012,English,PDF,73,Area 09 legacy site,yes,docs/archive/minutes/2012/s-octoberasc2012-en.pdf,https://drive.google.com/file/d/12SKNX71pMJYmJ5uUOJhrFcgulGgHVA7U/view
Archive,Minutes,S Sep 2012 Assembly,,2012-09-01,2012,English,PDF,280,Area 09 legacy site,yes,docs/archive/minutes/2012/s-sep-2012assembly-en.pdf,https://drive.google.com/file/d/1FMPuj5JOEqGU3wn30Kr3aKQH4pO_pJJ9/view
Archive,Minutes,Sep 09 - Assembly 2012,,2012-09-01,2012,English,PDF,348,Area 09 legacy site,yes,docs/archive/minutes/2012/sep-2012assembly-en.pdf,https://drive.google.com/file/d/18do9Qaq-Za276_kRauSFRKEer76iQg-e/view
Archive,Minutes,Sep 22 - Board 2012,,2012-09-01,2012,English,PDF,41,Area 09 legacy site,yes,docs/archive/minutes/2012/sept22-2012-board-en.pdf,https://drive.google.com/file/d/1TD5SPFu4pjnEys2YP4YcgLmbhLle3ty_/view
Archive,Minutes,Aug 11 - ASC 2013,,2013-08-01,2013,English,PDF,315,Area 09 legacy site,yes,docs/archive/minutes/2013/aug2013asc-en.pdf,https://drive.google.com/file/d/12KDmtfYnt3hkv4Dr0qZI9uDaC6FXcnxy/view
Archive,Minutes,Feb 10 - ASC 2013,,2013-02-01,2013,English,PDF,125,Area 09 legacy site,yes,docs/archive/minutes/2013/febasc-minutes-en.pdf,https://drive.google.com/file/d/1P4MncLcSDoFInl1BWNeLh0jK9ECMeTdC/view
Archive,Minutes,Feb 16 - Board 2013,,2013-02-01,2013,English,PDF,44,Area 09 legacy site,yes,docs/archive/minutes/2013/feb16-2013-board-en.pdf,https://drive.google.com/file/d/1JE1zvYQXO79OpA9bD3GAlunJHJTciEzT/view
Archive,Minutes,Jan 13 - Assembly 2013,,2013-01-01,2013,English,PDF,223,Area 09 legacy site,yes,docs/archive/minutes/2013/janassembly-minutes-en.pdf,https://drive.google.com/file/d/1E_v5tUDu8N173y-atqGdvz23k9Ys78zW/view
Archive,Minutes,Jan 19 - Board 2013,,2013-01-01,2013,English,PDF,44,Area 09 legacy site,yes,docs/archive/minutes/2013/jan19-2013-board-en.pdf,https://drive.google.com/file/d/1OYW5X61xyMN4DNST3NGrpB-V3Delhe6m/view
Archive,Minutes,Jun 09 - ASC 2013,,2013-06-01,2013,English,PDF,58,Area 09 legacy site,yes,docs/archive/minutes/2013/jun2013-asc-en.pdf,https://drive.google.com/file/d/1OUTRNdy2inNwQTa_LsulP9gvLkTEPB7B/view
Archive,Minutes,Jun 15 - Board 2013,,2013-06-01,2013,English,PDF,292,Area 09 legacy site,yes,docs/archive/minutes/2013/june15-2013-board-en.pdf,https://drive.google.com/file/d/1eiC9BSiMFTGYLYuvTZwnwhic3fUoUtLw/view
Archive,Minutes,Mar 10 - ASC 2013,,2013-03-01,2013,English,PDF,317,Area 09 legacy site,yes,docs/archive/minutes/2013/march-asc-2013-en.pdf,https://drive.google.com/file/d/1-GJBoEgE8TMV4bWBXlgmVEAOdj60PBv3/view
Archive,Minutes,May 04 - Board 2013,,2013-05-01,2013,English,PDF,48,Area 09 legacy site,yes,docs/archive/minutes/2013/may4-2013-board-en.pdf,https://drive.google.com/file/d/18RH5jjNdqh2hVb_YS8QeTK87Wc3lZucR/view
Archive,Minutes,Nov 10 - ASC 2013,,2013-11-01,2013,English,PDF,53,Area 09 legacy site,yes,docs/archive/minutes/2013/nov2013asc-en.pdf,https://drive.google.com/file/d/1T2X9UInMvD77cjnzHNoHcb8OYPnGIu4R/view
Archive,Minutes,Oct 13 - Assembly 2013,,2013-10-01,2013,English,PDF,36,Area 09 legacy site,yes,docs/archive/minutes/2013/oct13assembly-2013-en.pdf,https://drive.google.com/file/d/1S0ZfSqFNQwkbLgB7xU8up46BZOM28yFM/view
Archive,Minutes,S Feb ASC Minutes 2013,,2013-02-01,2013,English,PDF,79,Area 09 legacy site,yes,docs/archive/minutes/2013/s-febasc-minutes-en.pdf,https://drive.google.com/file/d/1o2jrP2dl9EBkBdW1j8fN84DBkENx88ps/view
Archive,Minutes,S March ASC 2013,,2013-01-01,2013,English,PDF,327,Area 09 legacy site,yes,docs/archive/minutes/2013/s-march-asc-2013-en.pdf,https://drive.google.com/file/d/1E74VXL331ZhZpijOlIHjplZdFYI2C6-J/view
Archive,Minutes,S Nov 2013 ASC,,2013-11-01,2013,English,PDF,53,Area 09 legacy site,yes,docs/archive/minutes/2013/s-nov2013asc-en.pdf,https://drive.google.com/file/d/1ED78NtavIX5m8XYJ4JPUifZoxlPiECjX/view
Archive,Minutes,S Sep 8 Assembly 2013,,2013-09-01,2013,English,PDF,320,Area 09 legacy site,yes,docs/archive/minutes/2013/s-sep8assembly-en.pdf,https://drive.google.com/file/d/1x8VYUKJzUzCGjqbsBPfIn6FBvkmeVKyU/view
Archive,Minutes,Sep 08 - Assembly 2013,,2013-09-01,2013,English,PDF,317,Area 09 legacy site,yes,docs/archive/minutes/2013/sep8assembly-en.pdf,https://drive.google.com/file/d/1XZPldAc7ptlQjoHY9FldueI5LfFnKR2P/view
Archive,Minutes,02 2014 ASC Minutes.english,,2014-01-01,2014,English,PDF,114,Area 09 legacy site,yes,docs/archive/minutes/2014/02-2014-asc-minutes-english-en.pdf,https://drive.google.com/file/d/13ljcWnS-d0Ljg6QDuaSPQ5g4Zmj8lD9c/view
Archive,Minutes,3 Board Minutes 2014,,2014-01-01,2014,English,DOCX,27,Area 09 legacy site,yes,docs/archive/minutes/2014/3-board-minutes-en.docx,https://drive.google.com/file/d/1lhXorg4Ldcu20sMlvJsIRUeJPLKLf0QX/view
Archive,Minutes,Aug 10 - ASC 2014,,2014-08-01,2014,English,PDF,166,Area 09 legacy site,yes,docs/archive/minutes/2014/aug-asc-minutes-english-en.pdf,https://drive.google.com/file/d/10vG-zrHLfXcufh9NCNy9EV4B7ZOIitRV/view
Archive,Minutes,Aug 24 - Board 2014,,2014-08-01,2014,English,PDF,116,Area 09 legacy site,yes,docs/archive/minutes/2014/aug-board-minutes-2014-en.pdf,https://drive.google.com/file/d/1nblRQvgnUJJJjHf3PJ7791SfEBxV2fqn/view
Archive,Minutes,Feb 16 - Board 2014,,2014-02-01,2014,English,DOCX,35,Area 09 legacy site,yes,docs/archive/minutes/2014/2-16-board-minutes-en.docx,https://drive.google.com/file/d/1Qkm3GPT46XbsRvMNDutIECXTdRYRGxW0/view
Archive,Minutes,Jan 12 - Assembly 2014,,2014-01-01,2014,English,PDF,97,Area 09 legacy site,yes,docs/archive/minutes/2014/01-2014-asc-minutes-english-en.pdf,https://drive.google.com/file/d/1QDCf_jhGx6zb3GCPKtVMdXfTGFukW8nP/view
Archive,Minutes,Jan 19 - Board 2014,,2014-01-01,2014,English,PDF,300,Area 09 legacy site,yes,docs/archive/minutes/2014/01-2014-board-meeting-minutes-en.pdf,https://drive.google.com/file/d/1D7WLpf0nZ0RFlfYvSXRIwL7v89KNdmVu/view
Archive,Minutes,Jun 08 - ASC 2014,,2014-06-01,2014,English,PDF,116,Area 09 legacy site,yes,docs/archive/minutes/2014/06-2014-asc-minutes-english-en.pdf,https://drive.google.com/file/d/1O3UVAnxlp7ZLfhcpv03FODedJVRKn1Fb/view
Archive,Minutes,Mar 16 - ASC 2014,,2014-03-01,2014,English,PDF,123,Area 09 legacy site,yes,docs/archive/minutes/2014/03-2014-asc-minutes-english-en.pdf,https://drive.google.com/file/d/1CDrb3qldzUjyLTHoJQGMq7vM-IoJ2_Vs/view
Archive,Minutes,May 18 - Assembly 2014,,2014-05-01,2014,English,PDF,106,Area 09 legacy site,yes,docs/archive/minutes/2014/05-2014-asc-minutes-english-en.pdf,https://drive.google.com/file/d/13FficHh2a4V_YbNqEXsTS-rinT4xP10q/view
Archive,Minutes,Oct 12 - ASC 2014,,2014-10-01,2014,English,PDF,174,Area 09 legacy site,yes,docs/archive/minutes/2014/oct-asc-minutes-english-en.pdf,https://drive.google.com/file/d/1CEVltZF-gMrGcBZDtddisfxuPBfbYVQa/view
Archive,Minutes,Oct 19 - Board 2014,,2014-10-01,2014,English,PDF,99,Area 09 legacy site,yes,docs/archive/minutes/2014/oct-board-minutes-2014-en.pdf,https://drive.google.com/file/d/180x_m21KuS3nVsJOqdkWWyHYjhivEcN2/view
Archive,Minutes,Sep 14 - Asamblea 2014,,2014-09-01,2014,Spanish,PDF,173,Area 09 legacy site,yes,docs/archive/minutes/2014/sept-assembly-minutes-2014-spanish-es.pdf,https://drive.google.com/file/d/16Fj-J7_ZGKsZovvqzQxOhDbm4vJqOXez/view
Archive,Minutes,Sep 14 - Assembly 2014,,2014-09-01,2014,English,PDF,179,Area 09 legacy site,yes,docs/archive/minutes/2014/sept-assembly-minutes-2014-english-en.pdf,https://drive.google.com/file/d/1dzpcBMdIVCo_OgGqnPv36Wax7pV4Imk3/view
Archive,Minutes,Sep 21 - Board 2014,,2014-09-01,2014,English,PDF,97,Area 09 legacy site,yes,docs/archive/minutes/2014/sept-board-minutes-2014-en.pdf,https://drive.google.com/file/d/1tfnrEwwBS2qE5OrtRZzsG_h58f3U-xyx/view
Archive,Minutes,Aug ASC Minutes English 2015,,2015-08-01,2015,English,PDF,552,Area 09 legacy site,yes,docs/archive/minutes/2015/aug-asc-minutes-english-2015-en.pdf,https://drive.google.com/file/d/1U30pP17K3krMDSOY6rQal8HsKP0fLFxf/view
Archive,Minutes,Dec ASC Minutes 2015 English,,2015-12-01,2015,English,PDF,326,Area 09 legacy site,yes,docs/archive/minutes/2015/dec-asc-minutes-2015-english-en.pdf,https://drive.google.com/file/d/1rlpoPWJb5FJPnijtOzDX4agELi4QoeC4/view
Archive,Minutes,Feb ASC Minutes 2015 English,,2015-02-01,2015,English,PDF,374,Area 09 legacy site,yes,docs/archive/minutes/2015/feb-asc-minutes-2015-english-en.pdf,https://drive.google.com/file/d/1BuK1_KLSfA-Tac5z_udR0k35wgl7-wnx/view
Archive,Minutes,Jan - Assembly 2015,,2015-01-01,2015,English,PDF,315,Area 09 legacy site,yes,docs/archive/minutes/2015/jan-assembly-minutes-2015-english-en.pdf,https://drive.google.com/file/d/1vBVAJuUjx1lAffY5VtUk1v1lRB4nINih/view
Archive,Minutes,June ASC Minutes English 2015,,2015-01-01,2015,English,PDF,320,Area 09 legacy site,yes,docs/archive/minutes/2015/june-asc-minutes-english-2015-en.pdf,https://drive.google.com/file/d/1cpwyVtBlwa8adCpbeUsy-89p9XZKaC-y/view
Archive,Minutes,March ASC Minutes 2015 English A,,2015-01-01,2015,English,PDF,304,Area 09 legacy site,yes,docs/archive/minutes/2015/march-asc-minutes-2015-english-a-en.pdf,https://drive.google.com/file/d/1vtiA-nXFAvwkxcTJuwcO5WqDWGKxOj-K/view
Archive,Minutes,May - Assembly 2015,,2015-05-01,2015,English,PDF,348,Area 09 legacy site,yes,docs/archive/minutes/2015/may-assembly-minutes-english-2015-en.pdf,https://drive.google.com/file/d/1Ago4yh7Hv8eyxgMdSs5vYt1sPzdC7ic7/view
Archive,Minutes,Nov ASC Minutes English 2015,,2015-11-01,2015,English,PDF,214,Area 09 legacy site,yes,docs/archive/minutes/2015/nov-asc-minutes-english-2015-en.pdf,https://drive.google.com/file/d/16p9nkfh20lhnT1GhP0C86t4SvqptnEp1/view
Archive,Minutes,Oct - Election 2015,,2015-10-01,2015,English,PDF,144,Area 09 legacy site,yes,docs/archive/minutes/2015/oct-election-minutes-2015-english-en.pdf,https://drive.google.com/file/d/1yHGey128NkmQueqpX4Srrpkvou2C9roT/view
Archive,Minutes,S Aug ASC Minutess SPANISH 2015 2,,2015-08-01,2015,Spanish,PDF,669,Area 09 legacy site,yes,docs/archive/minutes/2015/s-aug-asc-minutess-spanish-2015-2-es.pdf,https://drive.google.com/file/d/19Qct67Xq3IU15-wgi6gaGSwGv5uyIIcM/view
Archive,Minutes,S Feb ASC Minutes 2015 Spanish,,2015-02-01,2015,Spanish,PDF,296,Area 09 legacy site,yes,docs/archive/minutes/2015/s-feb-asc-minutes-2015-spanish-es.pdf,https://drive.google.com/file/d/17xrcRd6i5bWWl5FNd_nG1GDQbOUTA0iB/view
Archive,Minutes,S Jan Assembly Minutes 2015 Spanish,,2015-01-01,2015,Spanish,PDF,223,Area 09 legacy site,yes,docs/archive/minutes/2015/s-jan-assembly-minutes-2015-spanish-es.pdf,https://drive.google.com/file/d/1jjlbifARygg5heFAysRBdbEe-huaO8L7/view
Archive,Minutes,S March ASC Minutes Spanish 2015,,2015-01-01,2015,Spanish,PDF,272,Area 09 legacy site,yes,docs/archive/minutes/2015/s-march-asc-minutes-spanish-2015-es.pdf,https://drive.google.com/file/d/1d37dhN0tPKDuMw2i0K0KhhO7S5H2k2Mo/view
Archive,Minutes,S May Assembly Minutes Spanish 2015,,2015-05-01,2015,Spanish,PDF,297,Area 09 legacy site,yes,docs/archive/minutes/2015/s-may-assembly-minutes-spanish-2015-es.pdf,https://drive.google.com/file/d/1vt1W0f2KDz-MrSEYn1gjybG7f8w1iEGh/view
Archive,Minutes,S Nov ASC Minutes Spanish 2015,,2015-11-01,2015,Spanish,PDF,296,Area 09 legacy site,yes,docs/archive/minutes/2015/s-nov-asc-minutes-spanish-2015-es.pdf,https://drive.google.com/file/d/1PTSHqTp8NKPs16Vm64yO0DxEtSaJaA1y/view
Archive,Minutes,06 Jun 2016 ASC Final Minutes Spanish,,2016-06-01,2016,Spanish,PDF,203,Area 09 legacy site,yes,docs/archive/minutes/2016/06-jun-2016-asc-final-minutes-spanish-es.pdf,https://drive.google.com/file/d/18SpoEcGVC_4h3T3frA27Rv3saUOQhuWa/view
Archive,Minutes,08 Aug 2016 ASC Final Minutes English,,2016-08-01,2016,English,PDF,286,Area 09 legacy site,yes,docs/archive/minutes/2016/08-aug-2016-asc-final-minutes-english-en.pdf,https://drive.google.com/file/d/1EBOJfHA5rgv7N2aLAUNt479e9kSFNikV/view
Archive,Minutes,08 Aug 2016 ASC Final Minutes Spanish,,2016-08-01,2016,Spanish,PDF,334,Area 09 legacy site,yes,docs/archive/minutes/2016/08-aug-2016-asc-final-minutes-spanish-es.pdf,https://drive.google.com/file/d/1rxJlBVaqgdbepqvCvi7QWxYKltSvL3Bv/view
Archive,Minutes,09 Sept 2016 ASA Final Minutes English,,2016-09-01,2016,English,PDF,199,Area 09 legacy site,yes,docs/archive/minutes/2016/09-sept-2016-asa-final-minutes-english-en.pdf,https://drive.google.com/file/d/1ZK35-0kmTvRlYH61k3syzA0Q6Ho7C5SH/view
Archive,Minutes,09 Sept 2016 ASA Final Minutes Spanish,,2016-09-01,2016,Spanish,PDF,289,Area 09 legacy site,yes,docs/archive/minutes/2016/09-sept-2016-asa-final-minutes-spanish-es.pdf,https://drive.google.com/file/d/1QPoinzyrpVK5qwkuCZpqd9FpDqViHjoB/view
Archive,Minutes,10 Oct 2016 ASC Final Minutes English,,2016-10-01,2016,English,PDF,199,Area 09 legacy site,yes,docs/archive/minutes/2016/10-oct-2016-asc-final-minutes-english-en.pdf,https://drive.google.com/file/d/1QzfXQglomCEj42mcEAZRfnGBvG7iQAiB/view
Archive,Minutes,10 Oct 2016 ASC Final Minutes Spanish,,2016-10-01,2016,Spanish,PDF,237,Area 09 legacy site,yes,docs/archive/minutes/2016/10-oct-2016-asc-final-minutes-spanish-es.pdf,https://drive.google.com/file/d/1zM8MtUuVXlFYXGE8aFw_jjbmuTS6lKdk/view
Archive,Minutes,12 Dec 2016 ASC Final Minutes English,,2016-12-01,2016,English,PDF,234,Area 09 legacy site,yes,docs/archive/minutes/2016/12-dec-2016-asc-final-minutes-english-en.pdf,https://drive.google.com/file/d/1JB__JHcSHPHJbETDuYGpA86FDpm_sSJ2/view
Archive,Minutes,12 Dec 2016 ASC Final Minutes Spanish,,2016-12-01,2016,Spanish,PDF,189,Area 09 legacy site,yes,docs/archive/minutes/2016/12-dec-2016-asc-final-minutes-spanish-es.pdf,https://drive.google.com/file/d/11Bs_qw60au_V03cPvVpgTaBWud6Htb6c/view
Archive,Minutes,Feb 2016 ASC Final Minutes English,,2016-02-01,2016,English,PDF,334,Area 09 legacy site,yes,docs/archive/minutes/2016/feb-2016-asc-final-minutes-english-en.pdf,https://drive.google.com/file/d/1pbxH-nb-tVR7o7hRYCGC70H8P9wiHwWJ/view
Archive,Minutes,Jan 2016 ASA Final Minutes English,,2016-01-01,2016,English,PDF,171,Area 09 legacy site,yes,docs/archive/minutes/2016/jan-2016-asa-final-minutes-english-en.pdf,https://drive.google.com/file/d/1Nc6GqPkyJOFGDtzicwfJu1DAy3JmoLNu/view
Archive,Minutes,Jun 2016 ASC Final Minutes English,,2016-06-01,2016,English,PDF,209,Area 09 legacy site,yes,docs/archive/minutes/2016/jun-2016-asc-final-minutes-english-en.pdf,https://drive.google.com/file/d/1Ikn__uFQxpegwCT96Ge8o9eq5ZvZ0fqC/view
Archive,Minutes,Mar 2016 ASC Final Minutes English,,2016-03-01,2016,English,PDF,218,Area 09 legacy site,yes,docs/archive/minutes/2016/mar-2016-asc-final-minutes-english-en.pdf,https://drive.google.com/file/d/19yTqzYJm6zHiFoDR-zDyvvzT-5dgP-jo/view
Archive,Minutes,S Feb 2016 ASC Final Minutes Spanish,,2016-02-01,2016,Spanish,PDF,234,Area 09 legacy site,yes,docs/archive/minutes/2016/s-feb-2016-asc-final-minutes-spanish-es.pdf,https://drive.google.com/file/d/1UC0aO-nttjb5yWWn1RRNEZh1FejS_VAW/view
Archive,Minutes,S Jan 2016 ASA Final Minutes Spanish,,2016-01-01,2016,Spanish,PDF,248,Area 09 legacy site,yes,docs/archive/minutes/2016/s-jan-2016-asa-final-minutes-spanish-es.pdf,https://drive.google.com/file/d/1vw-e5ABzJg5XD0FSgu48cS-G-CP8FWvu/view
Archive,Minutes,S Mar 2016 ASC Final Minutes Spanish,,2016-03-01,2016,Spanish,PDF,112,Area 09 legacy site,yes,docs/archive/minutes/2016/s-mar-2016-asc-final-minutes-spanish-es.pdf,https://drive.google.com/file/d/16Q-qfBKc6w8INxLxucNAJEyrhCu7vr-C/view
Archive,Minutes,01 Jan 2017 ASA Final Minutes English,,2017-01-01,2017,English,PDF,197,Area 09 legacy site,yes,docs/archive/minutes/2017/01-jan-2017-asa-final-minutes-english-en.pdf,https://drive.google.com/file/d/1z-rk7onlIXf2RDagO5R0BbCIEwMmXS3I/view
Archive,Minutes,01 Jan 2017 ASA Final Minutes Spanish,,2017-01-01,2017,Spanish,PDF,189,Area 09 legacy site,yes,docs/archive/minutes/2017/01-jan-2017-asa-final-minutes-spanish-es.pdf,https://drive.google.com/file/d/10Dltg4jEWXKgwrhQ0Jv8tQCrGKOIWk_W/view
Archive,Minutes,02 Feb 2017 ASC Final Minutes English,,2017-02-01,2017,English,PDF,250,Area 09 legacy site,yes,docs/archive/minutes/2017/02-feb-2017-asc-final-minutes-english-en.pdf,https://drive.google.com/file/d/1OjemI0BYLAVWnqIkDDYd3EV36HN_maKG/view
Archive,Minutes,02 Feb 2017 ASC Final Minutes Spanish,,2017-02-01,2017,Spanish,PDF,239,Area 09 legacy site,yes,docs/archive/minutes/2017/02-feb-2017-asc-final-minutes-spanish-es.pdf,https://drive.google.com/file/d/1DkiGB9KnWJ-8cgyClU0f7qDjwrBSa-3E/view
Archive,Minutes,03 Mar 2017 ASC Final Minutes English,,2017-03-01,2017,English,PDF,198,Area 09 legacy site,yes,docs/archive/minutes/2017/03-mar-2017-asc-final-minutes-english-en.pdf,https://drive.google.com/file/d/191rNG_GKXlEM4WwkGz7ZHQJLYFw8mPVc/view
Archive,Minutes,03 Mar 2017 ASC Final Minutes Spanish,,2017-03-01,2017,Spanish,PDF,188,Area 09 legacy site,yes,docs/archive/minutes/2017/03-mar-2017-asc-final-minutes-spanish-es.pdf,https://drive.google.com/file/d/1vaaG1LoWa5725ufQMq5Nx9JCIa79_qmI/view
Archive,Minutes,05 May 2017 ASA Final Minutes English,,2017-05-01,2017,English,PDF,190,Area 09 legacy site,yes,docs/archive/minutes/2017/05-may-2017-asa-final-minutes-english-en.pdf,https://drive.google.com/file/d/1blXY75nyZdTHSJZbRQts9lQQkjL9yE1d/view
Archive,Minutes,05 May 2017 ASA Final Minutes Spanish,,2017-05-01,2017,Spanish,PDF,195,Area 09 legacy site,yes,docs/archive/minutes/2017/05-may-2017-asa-final-minutes-spanish-es.pdf,https://drive.google.com/file/d/1kijWUPsM6DNvkPK1EVPcfpbTzbLRCv0M/view
Archive,Minutes,06 Jun 2017 ASC Final Minutes English,,2017-06-01,2017,English,PDF,240,Area 09 legacy site,yes,docs/archive/minutes/2017/06-jun-2017-asc-final-minutes-english-en.pdf,https://drive.google.com/file/d/1PpIdmmtXQ6ZnhjzGi7i_D2E8kXNby_Ec/view
Archive,Minutes,06 Jun 2017 ASC Final Minutes Spanish,,2017-06-01,2017,Spanish,PDF,192,Area 09 legacy site,yes,docs/archive/minutes/2017/06-jun-2017-asc-final-minutes-spanish-es.pdf,https://drive.google.com/file/d/1PF_HgngSLzxkcwi8oGI5e9uhK6VFxBJT/view
Archive,Minutes,08 Aug 2017 ASC Draft Minutes English,,2017-08-01,2017,English,PDF,195,Area 09 legacy site,yes,docs/archive/minutes/2017/08-aug-2017-asc-draft-minutes-english-en.pdf,https://drive.google.com/file/d/1BKuQ7E-Bo6zBpj3Je_Q9du7JGV-BTduv/view
Archive,Minutes,08 Aug 2017 ASC Draft Minutes Spanish,,2017-08-01,2017,Spanish,PDF,266,Area 09 legacy site,yes,docs/archive/minutes/2017/08-aug-2017-asc-draft-minutes-spanish-es.pdf,https://drive.google.com/file/d/1ENlda9yxMbdh-YciGhERQWagvGWu5k5g/view
Archive,Minutes,09 Sept 2017 ASA Draft Minutes English,,2017-09-01,2017,English,PDF,241,Area 09 legacy site,yes,docs/archive/minutes/2017/09-sept-2017-asa-draft-minutes-english-en.pdf,https://drive.google.com/file/d/1NXpWBlt1h6v9Mljx8VoYWXIWf04oPdX5/view
Archive,Minutes,09 Sept 2017 ASA Draft Minutes Spanish,,2017-09-01,2017,Spanish,PDF,201,Area 09 legacy site,yes,docs/archive/minutes/2017/09-sept-2017-asa-draft-minutes-spanish-es.pdf,https://drive.google.com/file/d/16hO6Y52RqOBKRCgZM8KTlmBKOuVdU179/view
Archive,Minutes,10 Oct 2017 Draft Election Minutes Spanish Without Last Names,,2017-10-01,2017,Spanish,PDF,108,Area 09 legacy site,yes,docs/archive/minutes/2017/10-oct-2017-draft-election-minutes-spanish-without-last-names-es.pdf,https://drive.google.com/file/d/1sdot-Q7l-0glLO78j3k6l-8mmEuWAf2h/view
Archive,Minutes,11 Nov 2017 ASC Final Minutes English,,2017-11-01,2017,English,PDF,244,Area 09 legacy site,yes,docs/archive/minutes/2017/11-nov-2017-asc-final-minutes-english-en.pdf,https://drive.google.com/file/d/1jD9VmSU8pGV_l15XnSqxHCHaIri1VT1A/view
Archive,Minutes,12 Dec 2017 ASC Draft Minutes English Rev,,2017-12-01,2017,English,PDF,132,Area 09 legacy site,yes,docs/archive/minutes/2017/12-dec-2017-asc-draft-minutes-english-rev-en.pdf,https://drive.google.com/file/d/1GH3ZQrz--rmFWdW20zmXfbgo7G99TDW6/view
Archive,Minutes,12 Dec 2017 ASC Draft Minutes Spanish,,2017-12-01,2017,Spanish,PDF,180,Area 09 legacy site,yes,docs/archive/minutes/2017/12-dec-2017-asc-draft-minutes-spanish-es.pdf,https://drive.google.com/file/d/196yzggYc-wRqjKhebCxMfDUJwGb7F53Z/view
Archive,Minutes,Oct - Election 2017,,2017-10-01,2017,English,PDF,53,Area 09 legacy site,yes,docs/archive/minutes/2017/10-oct-2017-draft-election-minutes-english-without-last-names-en.pdf,https://drive.google.com/file/d/1gKV6-zaGTSmQVU7vNRMZLoV1OyaSHx-r/view
Archive,Minutes,08 August ASC 2018 Final Spanish,,2018-01-01,2018,Spanish,PDF,204,Area 09 legacy site,yes,docs/archive/minutes/2018/08-august-asc-2018-final-spanish-es.pdf,https://drive.google.com/file/d/1ActfrPgYNOjrmilXghQsRUWGFB9vHnKw/view
